file,steps,details,size
engine\hydroma\simulation\contracts.py,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 7, ""Climate"": 5, ""Water Resources"": 9, ""Erosion (RUSLE)"": 5, ""Carbon & RothC"": 5, ""Plant Selection & Crop Modeling"": 6, ""Irrigation & Water Requirement"": 3, ""Optimization & Scenario"": 4, ""General/Simulation"": 9}",8178
engine\hydroma\simulation\contracts.py.bak_contracts,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 7, ""Climate"": 5, ""Water Resources"": 9, ""Erosion (RUSLE)"": 5, ""Carbon & RothC"": 5, ""Plant Selection & Crop Modeling"": 6, ""Irrigation & Water Requirement"": 3, ""Optimization & Scenario"": 4, ""General/Simulation"": 9}",7449
engine\hydroma\simulation\contracts.py.bak_test_fix,Topography & DEM; Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 7, ""Climate"": 5, ""Water Resources"": 9, ""Erosion (RUSLE)"": 5, ""Carbon & RothC"": 5, ""Plant Selection & Crop Modeling"": 6, ""Irrigation & Water Requirement"": 3, ""Optimization & Scenario"": 4, ""General/Simulation"": 9}",6626
engine\hydroma\simulation\hecras.py,Land Recognition & GIS; Water Resources; Irrigation & Water Requirement; Hydraulic & Structure Design; General/Simulation,"{""Land Recognition & GIS"": 1, ""Water Resources"": 1, ""Irrigation & Water Requirement"": 1, ""Hydraulic & Structure Design"": 15, ""General/Simulation"": 7}",4084
engine\hydroma\simulation\orchestrator.py,Topography & DEM; Soil; Climate; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 2, ""Climate"": 6, ""Erosion (RUSLE)"": 6, ""Carbon & RothC"": 5, ""Plant Selection & Crop Modeling"": 7, ""Irrigation & Water Requirement"": 4, ""Hydraulic & Structure Design"": 8, ""Optimization & Scenario"": 3, ""General/Simulation"": 7}",7130
engine\hydroma\simulation\scenarios.py,Erosion (RUSLE); Plant Selection & Crop Modeling; Optimization & Scenario; General/Simulation,"{""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 1, ""Optimization & Scenario"": 1, ""General/Simulation"": 2}",769
engine\hydroma\simulation\weap.py,Water Resources; Hydraulic & Structure Design; General/Simulation,"{""Water Resources"": 3, ""Hydraulic & Structure Design"": 7, ""General/Simulation"": 6}",1684
engine\hydroma\simulation\weather_source.py,Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Climate"": 8, ""Plant Selection & Crop Modeling"": 3, ""Irrigation & Water Requirement"": 4, ""General/Simulation"": 1}",4799
engine\hydroma\simulation\__init__.py,Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Optimization & Scenario; General/Simulation,"{""Erosion (RUSLE)"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 1, ""General/Simulation"": 9}",844
engine\hydroma\soil\chemistry.py,Soil; Water Resources; Irrigation & Water Requirement,"{""Soil"": 12, ""Water Resources"": 1, ""Irrigation & Water Requirement"": 1}",8686
engine\hydroma\soil\health.py,Soil; Hydraulic & Structure Design; General/Simulation,"{""Soil"": 23, ""Hydraulic & Structure Design"": 1, ""General/Simulation"": 1}",10756
engine\hydroma\soil\models.py,Soil; General/Simulation,"{""Soil"": 6, ""General/Simulation"": 4}",841
engine\hydroma\soil\pedotransfer.py,Soil; Water Resources; Hydraulic & Structure Design,"{""Soil"": 2, ""Water Resources"": 2, ""Hydraulic & Structure Design"": 3}",2972
engine\hydroma\soil\physics.py,Soil; Water Resources; Plant Selection & Crop Modeling; Hydraulic & Structure Design; General/Simulation,"{""Soil"": 4, ""Water Resources"": 10, ""Plant Selection & Crop Modeling"": 1, ""Hydraulic & Structure Design"": 6, ""General/Simulation"": 2}",5872
engine\hydroma\soil\recommendations.py,Soil; Water Resources; Hydraulic & Structure Design; Economy & Carbon MRV; Monitoring & Calibration,"{""Soil"": 14, ""Water Resources"": 1, ""Hydraulic & Structure Design"": 2, ""Economy & Carbon MRV"": 1, ""Monitoring & Calibration"": 5}",6929
engine\hydroma\soil\salinity.py,Soil; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Monitoring & Calibration; General/Simulation,"{""Soil"": 13, ""Water Resources"": 4, ""Plant Selection & Crop Modeling"": 8, ""Irrigation & Water Requirement"": 5, ""Monitoring & Calibration"": 2, ""General/Simulation"": 1}",7946
engine\hydroma\soil\taxonomy.py,Soil; Water Resources; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 40, ""Water Resources"": 5, ""Irrigation & Water Requirement"": 1, ""General/Simulation"": 1}",12410
engine\hydroma\soil\texture.py,Soil,"{""Soil"": 9}",3654
engine\hydroma\soil\water_retention.py,Soil; Water Resources; Plant Selection & Crop Modeling; Hydraulic & Structure Design; General/Simulation,"{""Soil"": 7, ""Water Resources"": 26, ""Plant Selection & Crop Modeling"": 1, ""Hydraulic & Structure Design"": 6, ""General/Simulation"": 4}",7799
engine\hydroma\soil\__init__.py,Soil; Water Resources; Hydraulic & Structure Design,"{""Soil"": 9, ""Water Resources"": 1, ""Hydraulic & Structure Design"": 1}",1688
engine\hydroma\standards\models.py,General/Simulation,"{""General/Simulation"": 4}",848
engine\hydroma\utils\topographic_calcs.py,Land Recognition & GIS; Topography & DEM; Climate,"{""Land Recognition & GIS"": 9, ""Topography & DEM"": 12, ""Climate"": 10}",1767
engine\hydroma\visualization\nojin_visualization.py,Land Recognition & GIS; Water Resources; Carbon & RothC; Irrigation & Water Requirement; Optimization & Scenario; Economy & Carbon MRV,"{""Land Recognition & GIS"": 13, ""Water Resources"": 2, ""Carbon & RothC"": 4, ""Irrigation & Water Requirement"": 1, ""Optimization & Scenario"": 1, ""Economy & Carbon MRV"": 4}",5348
engine\hydroma\watershed\calculator.py,Topography & DEM; Soil; Water Resources; Erosion (RUSLE); Hydraulic & Structure Design; Economy & Carbon MRV,"{""Topography & DEM"": 6, ""Soil"": 1, ""Water Resources"": 10, ""Erosion (RUSLE)"": 1, ""Hydraulic & Structure Design"": 6, ""Economy & Carbon MRV"": 7}",13194
engine\hydroma\watershed\watershed_calculator.py,Topography & DEM; Water Resources; Hydraulic & Structure Design,"{""Topography & DEM"": 2, ""Water Resources"": 4, ""Hydraulic & Structure Design"": 2}",2041
engine\hydroma\watershed\__init__.py,Water Resources; Hydraulic & Structure Design,"{""Water Resources"": 1, ""Hydraulic & Structure Design"": 1}",48
engine\hydroma\web_search\models.py,General/Simulation,"{""General/Simulation"": 4}",854
engine\hydroma\biofertilizer\data\materials_data.py,Soil; Climate; Water Resources; Erosion (RUSLE); Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; Hydraulic & Structure Design; Optimization & Scenario; Economy & Carbon MRV; Livelihood & Rural Development; General/Simulation,"{""Soil"": 52, ""Climate"": 2, ""Water Resources"": 10, ""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 12, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 3, ""Hydraulic & Structure Design"": 7, ""Optimization & Scenario"": 2, ""Economy & Carbon MRV"": 4, ""Livelihood & Rural Development"": 2, ""General/Simulation"": 4}",40355
engine\hydroma\biofertilizer\data\seed_data.py,Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Soil"": 7, ""Climate"": 2, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 1, ""Irrigation & Water Requirement"": 2}",11233
engine\hydroma\biofertilizer\data\__init__.py,Soil,"{""Soil"": 1}",454
engine\hydroma\biofertilizer\tests\test_nojin_calculator.py,Soil; Plant Selection & Crop Modeling,"{""Soil"": 16, ""Plant Selection & Crop Modeling"": 7}",8373
engine\hydroma\biofertilizer\tests\test_nojin_comprehensive.py,Soil; Water Resources; Carbon & RothC; Economy & Carbon MRV,"{""Soil"": 19, ""Water Resources"": 1, ""Carbon & RothC"": 2, ""Economy & Carbon MRV"": 1}",16323
engine\hydroma\crop\tests\__init__.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",30
engine\hydroma\erosion\tests\__init__.py,Erosion (RUSLE),"{""Erosion (RUSLE)"": 1}",33
engine\hydroma\geospatial\tests\__init__.py,Land Recognition & GIS,"{""Land Recognition & GIS"": 1}",36
engine\hydroma\groundwater\tests\test_service.py,Water Resources; Hydraulic & Structure Design,"{""Water Resources"": 8, ""Hydraulic & Structure Design"": 1}",7076
engine\hydroma\groundwater\tests\__init__.py,Water Resources,"{""Water Resources"": 1}",37
engine\hydroma\models\global_watchdog\climate_fetcher.py,Land Recognition & GIS; Climate,"{""Land Recognition & GIS"": 1, ""Climate"": 6}",3166
engine\hydroma\models\global_watchdog\koppen.py,Land Recognition & GIS; Topography & DEM; Climate,"{""Land Recognition & GIS"": 2, ""Topography & DEM"": 1, ""Climate"": 11}",9836
engine\hydroma\models\global_watchdog\reference_data.py,Land Recognition & GIS; Topography & DEM; Water Resources,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 1, ""Water Resources"": 2}",3166
engine\hydroma\models\global_watchdog\watchdog.py,Climate; Water Resources; Economy & Carbon MRV,"{""Climate"": 8, ""Water Resources"": 4, ""Economy & Carbon MRV"": 1}",3283
engine\hydroma\models\global_watchdog\wbi.py,Climate; Water Resources,"{""Climate"": 1, ""Water Resources"": 22}",7660
engine\hydroma\models\global_watchdog\__init__.py,Climate; Water Resources,"{""Climate"": 2, ""Water Resources"": 2}",960
engine\hydroma\models\validation\reference_data.py,Soil; Carbon & RothC; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 2, ""Irrigation & Water Requirement"": 2, ""General/Simulation"": 1}",3380
engine\hydroma\mrv\tests\__init__.py,Economy & Carbon MRV,"{""Economy & Carbon MRV"": 1}",29
engine\hydroma\satellite\processors\indices.py,Soil; Water Resources; Plant Selection & Crop Modeling; Monitoring & Calibration,"{""Soil"": 2, ""Water Resources"": 3, ""Plant Selection & Crop Modeling"": 8, ""Monitoring & Calibration"": 1}",3054
engine\hydroma\satellite\providers\base.py,Land Recognition & GIS,"{""Land Recognition & GIS"": 2}",1545
engine\hydroma\satellite\providers\earth_search.py,Plant Selection & Crop Modeling,"{""Plant Selection & Crop Modeling"": 1}",3995
engine\hydroma\satellite\providers\nasa_power.py,Climate; Livelihood & Rural Development; Monitoring & Calibration,"{""Climate"": 5, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 1}",3115
engine\hydroma\simulation\runners\aquacrop_runner.py,Soil; Climate; Plant Selection & Crop Modeling; Irrigation & Water Requirement; General/Simulation,"{""Soil"": 3, ""Climate"": 16, ""Plant Selection & Crop Modeling"": 26, ""Irrigation & Water Requirement"": 13, ""General/Simulation"": 10}",6507
engine\hydroma\simulation\runners\base.py,General/Simulation,"{""General/Simulation"": 4}",608
engine\hydroma\simulation\runners\rothc_runner.py,Soil; Climate; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Soil"": 3, ""Climate"": 4, ""Carbon & RothC"": 21, ""Plant Selection & Crop Modeling"": 4, ""General/Simulation"": 4}",5400
engine\hydroma\simulation\runners\swat_runner.py,Water Resources; General/Simulation,"{""Water Resources"": 6, ""General/Simulation"": 3}",5635
engine\hydroma\simulation\runners\__init__.py,General/Simulation,"{""General/Simulation"": 5}",475
engine\hydroma\soil\tests\test_soil.py,Soil; Water Resources; Hydraulic & Structure Design; Monitoring & Calibration; General/Simulation,"{""Soil"": 83, ""Water Resources"": 9, ""Hydraulic & Structure Design"": 1, ""Monitoring & Calibration"": 2, ""General/Simulation"": 2}",30667
engine\hydroma\soil\tests\__init__.py,Soil,"{""Soil"": 1}",20
engine\hydroma\watershed\tests\test_calculator.py,Topography & DEM; Water Resources,"{""Topography & DEM"": 3, ""Water Resources"": 2}",5142
engine\land\integration\climate_integrator.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 2, ""Soil"": 1, ""Climate"": 28, ""Water Resources"": 1, ""Plant Selection & Crop Modeling"": 4, ""Irrigation & Water Requirement"": 2}",24621
engine\land\integration\climate_models.py,Climate,"{""Climate"": 14}",7951
engine\land\integration\comprehensive_analyzer.py,Topography & DEM; Soil; Climate; Water Resources; Plant Selection & Crop Modeling; Irrigation & Water Requirement,"{""Topography & DEM"": 17, ""Soil"": 24, ""Climate"": 25, ""Water Resources"": 2, ""Plant Selection & Crop Modeling"": 7, ""Irrigation & Water Requirement"": 2}",15432
engine\land\integration\models.py,Soil; Water Resources; Carbon & RothC; Irrigation & Water Requirement,"{""Soil"": 12, ""Water Resources"": 4, ""Carbon & RothC"": 2, ""Irrigation & Water Requirement"": 1}",6516
engine\land\integration\motors_hub.py,Erosion (RUSLE); Carbon & RothC,"{""Erosion (RUSLE)"": 2, ""Carbon & RothC"": 10}",9782
engine\land\integration\soil_integrator.py,Land Recognition & GIS; Topography & DEM; Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 5, ""Soil"": 30, ""Climate"": 2, ""Water Resources"": 4, ""Carbon & RothC"": 3, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 2}",20568
engine\land\integration\water_adapter.py,Topography & DEM; Soil; Climate; Water Resources; Irrigation & Water Requirement; General/Simulation,"{""Topography & DEM"": 2, ""Soil"": 10, ""Climate"": 2, ""Water Resources"": 65, ""Irrigation & Water Requirement"": 2, ""General/Simulation"": 3}",17049
engine\land\integration\__init__.py,Soil; Climate; Water Resources,"{""Soil"": 3, ""Climate"": 3, ""Water Resources"": 3}",3843
engine\land\reference\data.py,Land Recognition & GIS; Topography & DEM; Soil; Erosion (RUSLE),"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 7, ""Soil"": 7, ""Erosion (RUSLE)"": 4}",20157
engine\land\reference\models.py,Land Recognition & GIS; Topography & DEM,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 4}",4443
engine\land\reference\__init__.py,Land Recognition & GIS; Topography & DEM,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 1}",905
engine\land\tests\test_capability.py,Topography & DEM; Soil; Erosion (RUSLE); General/Simulation,"{""Topography & DEM"": 1, ""Soil"": 1, ""Erosion (RUSLE)"": 1, ""General/Simulation"": 1}",4275
engine\land\tests\test_land_comprehensive.py,Land Recognition & GIS; Topography & DEM; Soil; Climate,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 43, ""Soil"": 2, ""Climate"": 1}",14195
engine\land\tests\test_models.py,Land Recognition & GIS; Topography & DEM; General/Simulation,"{""Land Recognition & GIS"": 1, ""Topography & DEM"": 8, ""General/Simulation"": 1}",6537
engine\land\tests\test_slope.py,Topography & DEM,"{""Topography & DEM"": 27}",4818
engine\land\tests\test_terrain.py,Topography & DEM,"{""Topography & DEM"": 13}",3593
engine\land\integration\tests\test_climate_integrator.py,Climate; Irrigation & Water Requirement,"{""Climate"": 9, ""Irrigation & Water Requirement"": 2}",16272
engine\land\integration\tests\test_comprehensive_analyzer.py,Topography & DEM; Soil; Climate; Erosion (RUSLE); Plant Selection & Crop Modeling,"{""Topography & DEM"": 2, ""Soil"": 2, ""Climate"": 5, ""Erosion (RUSLE)"": 1, ""Plant Selection & Crop Modeling"": 4}",9989
engine\land\integration\tests\test_soil_integrator.py,Topography & DEM; Soil; Water Resources; Erosion (RUSLE),"{""Topography & DEM"": 1, ""Soil"": 10, ""Water Resources"": 2, ""Erosion (RUSLE)"": 1}",9957
engine\land\integration\tests\test_water_adapter.py,Water Resources,"{""Water Resources"": 14}",12397
engine\land\integration\tests\__init__.py,Soil,"{""Soil"": 1}",31
frontend\src\main.tsx,Topography & DEM; Water Resources; Carbon & RothC,"{""Topography & DEM"": 1, ""Water Resources"": 1, ""Carbon & RothC"": 1}",2656
frontend\src\pages\AboutPage.tsx,Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; General/Simulation,"{""Water Resources"": 2, ""Carbon & RothC"": 2, ""Plant Selection & Crop Modeling"": 1, ""General/Simulation"": 2}",655
frontend\src\pages\AboutUs.tsx,Land Recognition & GIS; Soil; Climate; Water Resources; Carbon & RothC; Plant Selection & Crop Modeling; Livelihood & Rural Development; Monitoring & Calibration; General/Simulation,"{""Land Recognition & GIS"": 1, ""Soil"": 1, ""Climate"": 1, ""Water Resources"": 1, ""Carbon & RothC"": 1, ""Plant Selection & Crop Modeling"": 1, ""Livelihood & Rural Development"": 1, ""Monitoring & Calibration"": 1, ""General/Simulation"": 1}",1142
frontend\src\pages\APIDocumentation.tsx,Climate; Water Resources; Carbon & RothC; Hydraulic & Structure Design; General/Simulation,"{""Climate"": 2, ""Water Resources"": 1, ""Carbon & RothC"": 2, ""Hydraulic & Structure Design"": 1, ""General/Simulation"": 2}",639
frontend\src\pages\Blog.tsx,Climate; Carbon & RothC; General/Simulation,"{""Climate"": 2, ""Carbon & RothC"": 3, ""General/Simulation"": 1}",1842
frontend\src\pages\Contact.tsx,Livelihood & Rural Development,"{""Livelihood & Rural Development"": 1}",1581
